,no_of_adults,children,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,avg_price_per_room,booking_status,cx_rsvn_pcg,nights_ttl
31520,2,0,Meal Plan 1,0,Room_Type 4,27,Online,0,135.87,1,0.0,6
31521,2,0,Meal Plan 1,0,Room_Type 1,148,Offline,0,67.0,0,0.0,5
31522,2,1,Meal Plan 1,0,Room_Type 1,167,Online,0,119.7,1,0.0,2
31523,1,0,Meal Plan 1,0,Room_Type 1,47,Corporate,0,65.0,0,0.0,1
31524,2,0,Meal Plan 2,0,Room_Type 1,138,Offline,0,94.5,1,0.0,3
31525,2,0,Meal Plan 1,0,Room_Type 1,75,Offline,0,80.75,0,0.0,4
31526,2,0,Meal Plan 1,0,Room_Type 1,305,Offline,0,89.0,1,0.0,3
31527,2,0,Meal Plan 1,0,Room_Type 1,0,Corporate,0,145.0,0,0.0,1
31528,1,0,Meal Plan 2,0,Room_Type 1,301,Offline,0,90.0,0,0.0,2
31529,2,0,Meal Plan 2,0,Room_Type 1,74,Offline,0,101.5,0,0.0,2
31530,2,0,Meal Plan 1,0,Room_Type 1,44,Online,0,80.74,0,0.0,4
31531,2,0,Meal Plan 1,0,Room_Type 1,81,Offline,0,65.0,0,0.0,3
31532,2,0,Not Selected,0,Room_Type 1,23,Online,0,118.0,1,0.0,1
31533,1,0,Meal Plan 1,0,Room_Type 1,0,Online,0,114.0,0,0.0,1
31534,2,0,Meal Plan 1,0,Room_Type 1,41,Corporate,0,85.67,0,0.0,3
31535,1,0,Meal Plan 1,0,Room_Type 1,92,Online,0,135.9,0,0.0,3
31536,2,0,Meal Plan 1,0,Room_Type 1,213,Offline,0,130.0,1,0.0,3
31537,3,0,Meal Plan 2,0,Room_Type 1,3,Offline,0,138.5,0,0.0,3
31538,1,0,Meal Plan 1,0,Room_Type 4,4,Online,0,156.0,1,0.0,1
31539,2,0,Meal Plan 1,0,Room_Type 1,7,Online,0,90.0,1,0.0,5
31540,2,1,Meal Plan 1,0,Room_Type 6,20,Online,0,211.0,0,0.0,4
31541,2,0,Meal Plan 1,0,Room_Type 1,104,Offline,0,80.75,0,0.0,5
31542,2,0,Meal Plan 1,0,Room_Type 1,125,Online,0,105.3,0,0.0,4
31543,1,0,Meal Plan 1,1,Room_Type 1,5,Corporate,1,67.0,0,0.0,1
31544,1,0,Meal Plan 1,0,Room_Type 1,1,Online,0,62.91,0,0.0,4
31545,1,0,Not Selected,0,Room_Type 1,50,Online,0,145.69,1,0.0,2
31546,2,0,Meal Plan 1,0,Room_Type 1,29,Online,0,94.5,0,0.0,2
31547,2,0,Meal Plan 1,0,Room_Type 1,274,Online,0,107.0,1,0.0,3
31548,2,0,Meal Plan 2,0,Room_Type 1,175,Online,0,123.25,1,0.0,4
31549,2,0,Not Selected,0,Room_Type 1,128,Online,0,94.5,0,0.0,3
31550,2,1,Meal Plan 1,0,Room_Type 1,139,Online,0,130.5,0,0.0,5
31551,1,0,Meal Plan 1,0,Room_Type 4,30,Offline,0,127.15,0,0.0,1
31552,1,0,Meal Plan 1,0,Room_Type 1,69,Offline,0,120.0,1,0.0,6
31553,2,0,Not Selected,0,Room_Type 1,64,Online,0,79.2,0,0.0,3
31554,2,0,Meal Plan 1,0,Room_Type 4,24,Offline,0,46.67,0,0.0,3
31555,2,0,Meal Plan 1,0,Room_Type 1,88,Online,0,82.45,0,0.0,7
31556,2,0,Meal Plan 1,0,Room_Type 1,304,Offline,0,89.0,1,0.0,3
31557,2,0,Meal Plan 1,0,Room_Type 4,58,Online,0,131.4,1,0.0,6
31558,2,1,Meal Plan 1,0,Room_Type 6,63,Online,0,177.3,1,0.0,2
31559,2,0,Meal Plan 1,0,Room_Type 1,221,Offline,0,65.0,0,0.0,3
31560,2,0,Meal Plan 2,0,Room_Type 1,102,Offline,0,101.5,1,0.0,2
31561,2,0,Meal Plan 1,0,Room_Type 1,60,Offline,0,65.0,0,0.0,4
31562,2,0,Not Selected,0,Room_Type 1,111,Online,0,118.8,1,0.0,4
31563,2,0,Meal Plan 1,0,Room_Type 1,0,Online,0,0.0,0,0.0,0
31564,2,0,Meal Plan 1,0,Room_Type 1,24,Corporate,0,60.56,0,0.0,5
31565,1,0,Meal Plan 1,0,Room_Type 1,3,Online,0,118.58,0,0.0,1
31566,1,0,Meal Plan 1,0,Room_Type 1,5,Online,0,80.0,0,0.0,1
31567,2,0,Meal Plan 1,0,Room_Type 1,68,Online,0,80.3,0,0.0,3
31568,2,0,Not Selected,0,Room_Type 1,54,Offline,0,85.0,0,0.0,3
31569,1,0,Meal Plan 1,0,Room_Type 1,6,Corporate,1,98.0,0,0.0,1
31570,2,1,Meal Plan 1,0,Room_Type 1,10,Offline,0,77.6,0,0.0,1
31571,2,0,Meal Plan 1,0,Room_Type 1,118,Online,0,110.8,0,0.0,5
31572,2,0,Meal Plan 1,0,Room_Type 1,184,Online,0,105.3,1,0.0,3
31573,1,0,Meal Plan 1,0,Room_Type 1,118,Offline,0,110.0,0,0.0,3
31574,2,0,Meal Plan 1,0,Room_Type 4,0,Online,0,84.14,0,0.0,3
31575,2,0,Meal Plan 2,0,Room_Type 1,377,Offline,0,115.0,1,0.0,2
31576,3,0,Meal Plan 1,0,Room_Type 1,25,Offline,0,87.33,0,0.0,6
31577,2,0,Meal Plan 1,0,Room_Type 1,265,Online,0,100.3,1,0.0,5
31578,2,0,Meal Plan 1,0,Room_Type 4,21,Offline,0,75.0,0,0.0,3
31579,1,0,Meal Plan 1,0,Room_Type 1,21,Online,0,85.0,1,0.0,1
31580,2,0,Meal Plan 1,0,Room_Type 1,55,Online,0,78.3,0,0.0,2
31581,2,0,Meal Plan 1,0,Room_Type 1,9,Online,0,85.6,0,0.0,3
31582,2,0,Meal Plan 1,0,Room_Type 2,38,Online,0,77.86,0,0.0,4
31583,3,0,Meal Plan 1,0,Room_Type 4,151,Online,0,162.0,1,0.0,4
31584,1,0,Meal Plan 1,0,Room_Type 1,230,Offline,0,111.0,1,0.0,5
31585,2,0,Meal Plan 1,0,Room_Type 1,9,Online,0,190.5,0,0.0,4
31586,1,0,Not Selected,0,Room_Type 1,66,Online,0,69.3,0,0.0,1
31587,1,0,Meal Plan 1,0,Room_Type 1,71,Offline,0,120.0,0,0.0,3
31588,2,0,Meal Plan 1,0,Room_Type 1,169,Offline,0,80.75,0,0.0,2
31589,1,0,Meal Plan 1,0,Room_Type 1,18,Online,0,139.0,0,0.0,1
31590,3,0,Meal Plan 1,0,Room_Type 4,242,Online,0,150.45,1,0.0,5
31591,1,0,Meal Plan 1,0,Room_Type 1,7,Online,0,85.0,0,0.0,2
31592,2,0,Meal Plan 1,0,Room_Type 1,270,Offline,0,62.8,1,0.0,4
31593,2,0,Meal Plan 1,0,Room_Type 1,2,Online,0,145.0,0,0.0,2
31594,1,0,Meal Plan 1,0,Room_Type 1,13,Online,0,95.0,1,0.0,1
31595,2,0,Meal Plan 2,0,Room_Type 1,36,Offline,0,112.0,0,0.0,3
31596,1,0,Meal Plan 1,0,Room_Type 1,135,Online,0,99.9,0,0.0,2
31597,0,1,Meal Plan 1,0,Room_Type 2,109,Online,0,77.86,0,0.0,5
31598,1,0,Meal Plan 1,0,Room_Type 4,5,Aviation,0,110.0,0,0.0,2
31599,2,0,Meal Plan 1,0,Room_Type 1,5,Offline,0,90.0,0,0.0,3
31600,2,0,Meal Plan 1,0,Room_Type 1,31,Corporate,0,77.0,0,0.0,2
31601,2,1,Meal Plan 1,0,Room_Type 1,81,Online,0,135.15,1,0.0,5
31602,2,1,Meal Plan 2,0,Room_Type 1,29,Online,0,163.46,0,0.0,4
31603,2,0,Meal Plan 1,0,Room_Type 1,140,Offline,0,70.0,0,0.0,5
31604,1,0,Meal Plan 1,0,Room_Type 1,166,Offline,0,110.0,1,0.0,3
31605,3,0,Meal Plan 1,1,Room_Type 4,172,Online,0,140.7,1,0.0,3
31606,1,0,Meal Plan 1,0,Room_Type 1,0,Corporate,0,65.0,0,0.0,1
31607,1,1,Meal Plan 1,0,Room_Type 1,61,Online,0,121.5,1,0.0,2
31608,2,0,Meal Plan 1,0,Room_Type 1,95,Online,0,89.25,0,0.0,3
31609,2,0,Meal Plan 1,0,Room_Type 1,81,Offline,0,65.0,0,0.0,3
31610,2,0,Meal Plan 1,0,Room_Type 1,210,Offline,0,72.25,0,0.0,7
31611,2,0,Meal Plan 1,0,Room_Type 1,19,Online,0,68.26,0,0.0,7
31612,1,0,Meal Plan 1,0,Room_Type 4,11,Online,0,138.71,0,0.0,7
31613,2,0,Meal Plan 2,0,Room_Type 1,161,Offline,0,130.0,1,0.0,3
31614,1,0,Meal Plan 1,0,Room_Type 1,71,Offline,0,120.0,0,0.0,3
31615,2,0,Meal Plan 2,0,Room_Type 1,161,Offline,0,130.0,1,0.0,3
31616,2,0,Meal Plan 1,0,Room_Type 1,418,Offline,0,75.0,1,0.0,3
31617,1,0,Meal Plan 1,0,Room_Type 1,34,Offline,0,81.0,1,0.0,3
31618,2,0,Meal Plan 1,0,Room_Type 1,29,Online,0,88.4,0,0.0,5
31619,1,0,Not Selected,0,Room_Type 1,0,Online,0,129.0,0,0.0,1
31620,1,0,Not Selected,0,Room_Type 1,95,Online,0,75.1,0,0.0,3
31621,2,0,Not Selected,0,Room_Type 1,181,Online,0,85.5,1,0.0,3
31622,2,0,Meal Plan 1,0,Room_Type 4,68,Offline,0,60.0,0,0.0,4
31623,2,0,Not Selected,0,Room_Type 1,75,Online,0,79.2,0,0.0,5
31624,2,0,Meal Plan 2,0,Room_Type 1,210,Offline,0,86.0,1,0.0,4
31625,2,0,Meal Plan 1,0,Room_Type 1,179,Online,0,108.9,1,0.0,3
31626,1,0,Meal Plan 2,0,Room_Type 1,292,Offline,0,90.0,0,0.0,2
31627,2,0,Meal Plan 1,0,Room_Type 1,87,Online,0,126.9,1,0.0,3
31628,2,0,Not Selected,0,Room_Type 1,20,Online,0,69.5,0,0.0,4
31629,2,0,Meal Plan 1,0,Room_Type 1,317,Offline,0,120.0,1,0.0,2
31630,1,0,Not Selected,0,Room_Type 1,28,Online,0,88.0,1,0.0,3
31631,2,0,Meal Plan 1,0,Room_Type 4,41,Online,0,114.04,0,0.0,5
31632,1,0,Meal Plan 1,0,Room_Type 1,76,Offline,0,41.0,0,0.0,7
31633,2,0,Meal Plan 1,0,Room_Type 1,166,Online,0,99.45,1,0.0,4
31634,2,0,Meal Plan 1,0,Room_Type 1,98,Online,0,85.05,0,0.0,4
31635,2,0,Meal Plan 1,0,Room_Type 1,103,Online,0,114.3,1,0.0,2
31636,2,0,Meal Plan 1,1,Room_Type 1,103,Online,0,99.9,0,0.0,1
31637,2,0,Meal Plan 1,0,Room_Type 4,22,Online,0,105.64,0,0.0,4
31638,2,0,Meal Plan 1,0,Room_Type 1,193,Offline,0,120.0,1,0.0,3
31639,3,0,Meal Plan 1,0,Room_Type 4,55,Online,0,137.7,1,0.0,1
31640,1,0,Meal Plan 1,0,Room_Type 1,3,Online,0,101.0,0,0.0,2
31641,2,0,Meal Plan 2,0,Room_Type 1,161,Offline,0,130.0,1,0.0,3
31642,1,0,Meal Plan 2,0,Room_Type 1,74,Offline,0,80.0,0,0.0,2
31643,2,0,Meal Plan 1,0,Room_Type 1,15,Online,0,105.0,0,0.0,1
31644,1,0,Meal Plan 1,1,Room_Type 1,7,Corporate,1,67.0,0,0.0,1
31645,2,0,Meal Plan 1,0,Room_Type 1,64,Corporate,0,140.0,1,0.0,2
31646,3,0,Meal Plan 2,0,Room_Type 5,24,Online,0,229.6,1,0.0,2
31647,2,0,Meal Plan 1,0,Room_Type 1,290,Online,0,90.95,1,0.0,5
31648,2,0,Meal Plan 1,0,Room_Type 1,263,Offline,0,110.0,1,0.0,2
31649,2,0,Meal Plan 1,0,Room_Type 1,116,Online,0,112.5,0,0.0,3
31650,3,0,Meal Plan 1,0,Room_Type 4,17,Online,0,177.0,1,0.0,2
31651,2,0,Meal Plan 1,0,Room_Type 1,166,Online,0,103.7,1,0.0,4
31652,1,0,Meal Plan 1,0,Room_Type 1,181,Offline,0,120.0,1,0.0,2
31653,2,0,Meal Plan 1,0,Room_Type 4,255,Online,0,122.83,1,0.0,4
31654,2,0,Meal Plan 1,0,Room_Type 1,20,Offline,0,65.58,0,0.0,4
31655,2,0,Meal Plan 1,0,Room_Type 1,0,Online,0,150.0,0,0.0,1
31656,2,0,Meal Plan 1,0,Room_Type 1,25,Online,0,158.0,0,0.0,2
31657,2,0,Meal Plan 2,0,Room_Type 1,39,Offline,0,101.5,0,0.0,2
31658,2,0,Meal Plan 1,0,Room_Type 1,36,Online,0,0.0,0,0.0,0
31659,2,0,Meal Plan 2,0,Room_Type 1,36,Offline,0,112.0,0,0.0,3
31660,2,0,Meal Plan 1,0,Room_Type 1,49,Offline,0,71.0,0,0.0,4
31661,2,0,Meal Plan 1,0,Room_Type 1,63,Online,0,126.9,0,0.0,3
31662,2,1,Meal Plan 1,0,Room_Type 6,59,Online,0,147.9,1,0.0,5
31663,2,0,Meal Plan 1,0,Room_Type 4,63,Online,0,102.6,1,0.0,1
31664,2,0,Meal Plan 1,0,Room_Type 1,30,Offline,0,140.0,0,0.0,2
31665,1,0,Meal Plan 1,0,Room_Type 1,0,Corporate,1,65.0,0,0.0,2
31666,2,0,Meal Plan 1,0,Room_Type 1,41,Offline,0,85.6,0,0.0,1
31667,1,0,Meal Plan 1,0,Room_Type 1,9,Online,0,86.0,0,0.0,1
31668,1,0,Meal Plan 1,0,Room_Type 1,32,Offline,0,73.0,0,0.0,2
31669,1,0,Meal Plan 1,0,Room_Type 1,4,Corporate,0,40.0,0,0.0,2
31670,2,0,Meal Plan 1,0,Room_Type 1,275,Offline,0,62.8,1,0.0,2
31671,2,0,Not Selected,0,Room_Type 1,15,Online,0,109.0,0,0.0,3
31672,2,1,Meal Plan 1,0,Room_Type 4,69,Online,0,108.53,0,0.0,5
31673,2,1,Meal Plan 1,0,Room_Type 6,15,Online,0,174.0,0,0.0,4
31674,2,1,Meal Plan 1,0,Room_Type 1,155,Online,0,130.5,1,0.0,2
31675,2,0,Not Selected,0,Room_Type 1,83,Online,0,79.2,1,0.0,4
31676,2,0,Meal Plan 1,0,Room_Type 1,304,Offline,0,89.0,1,0.0,3
31677,2,0,Meal Plan 1,0,Room_Type 1,32,Corporate,0,64.0,0,0.0,3
31678,1,0,Meal Plan 1,0,Room_Type 1,3,Offline,0,75.0,0,0.0,2
31679,3,0,Meal Plan 1,0,Room_Type 4,85,Online,0,143.23,1,0.0,4
31680,3,0,Meal Plan 1,0,Room_Type 4,165,Online,0,123.3,1,0.0,4
31681,2,0,Meal Plan 1,0,Room_Type 1,29,Offline,0,76.5,0,0.0,1
31682,2,0,Meal Plan 1,0,Room_Type 1,78,Online,0,117.9,1,0.0,1
31683,2,0,Meal Plan 1,0,Room_Type 1,8,Offline,0,130.0,0,0.0,1
31684,2,0,Meal Plan 1,0,Room_Type 4,83,Online,0,140.4,1,0.0,2
31685,2,0,Meal Plan 1,0,Room_Type 1,19,Offline,0,48.0,1,0.0,2
31686,2,0,Meal Plan 1,0,Room_Type 1,98,Online,0,73.95,0,0.0,5
31687,2,0,Meal Plan 2,0,Room_Type 1,265,Offline,0,115.0,1,0.0,2
31688,1,0,Meal Plan 1,0,Room_Type 1,188,Offline,0,130.0,1,0.0,2
31689,1,0,Meal Plan 1,0,Room_Type 1,198,Online,0,90.9,1,0.0,3
31690,2,0,Meal Plan 1,0,Room_Type 4,40,Online,0,118.8,1,0.0,2
31691,3,0,Meal Plan 1,0,Room_Type 4,6,Online,0,152.0,1,0.0,2
31692,1,0,Meal Plan 1,0,Room_Type 1,0,Offline,1,45.0,0,0.0,1
31693,1,0,Meal Plan 1,0,Room_Type 1,69,Offline,0,120.0,1,0.0,6
31694,2,0,Meal Plan 1,0,Room_Type 1,199,Offline,0,68.0,0,0.0,3
31695,2,0,Meal Plan 2,0,Room_Type 1,39,Offline,0,101.5,0,0.0,2
31696,2,0,Not Selected,0,Room_Type 1,31,Online,0,103.5,1,0.0,2
31697,2,0,Meal Plan 1,0,Room_Type 1,13,Online,0,120.0,1,0.0,4
31698,1,0,Meal Plan 1,0,Room_Type 1,6,Offline,0,63.0,0,0.0,3
31699,1,0,Meal Plan 2,0,Room_Type 1,292,Offline,0,90.0,0,0.0,2
31700,2,1,Meal Plan 2,0,Room_Type 1,38,Online,0,149.68,1,0.0,5
31701,1,0,Meal Plan 1,1,Room_Type 1,7,Corporate,0,67.0,0,0.0,3
31702,2,0,Not Selected,0,Room_Type 1,163,Online,0,84.15,1,0.0,5
31703,2,0,Meal Plan 1,1,Room_Type 1,6,Online,0,118.0,0,0.0,5
31704,2,0,Meal Plan 1,0,Room_Type 1,152,Online,0,96.3,1,0.0,5
31705,2,0,Meal Plan 1,0,Room_Type 1,61,Online,0,92.28,1,0.0,4
31706,2,0,Meal Plan 1,0,Room_Type 4,0,Online,0,108.88,0,0.0,4
31707,2,0,Meal Plan 1,0,Room_Type 1,61,Offline,0,91.0,0,0.0,2
31708,2,0,Meal Plan 1,0,Room_Type 1,42,Online,0,126.0,1,0.0,1
31709,2,0,Meal Plan 1,0,Room_Type 1,22,Offline,0,43.5,0,0.0,4
31710,2,0,Not Selected,0,Room_Type 1,84,Online,0,71.28,1,0.0,2
31711,2,0,Meal Plan 1,0,Room_Type 1,41,Online,0,81.08,1,0.0,1
31712,2,0,Meal Plan 1,0,Room_Type 1,1,Online,0,111.0,0,0.0,1
31713,2,0,Meal Plan 1,0,Room_Type 1,62,Online,0,68.72,0,0.0,5
31714,1,0,Meal Plan 1,0,Room_Type 1,65,Offline,0,100.0,0,0.0,2
31715,3,0,Meal Plan 1,0,Room_Type 1,116,Offline,0,86.36,1,0.0,3
31716,1,0,Meal Plan 1,0,Room_Type 1,18,Online,0,135.0,1,0.0,1
31717,2,0,Meal Plan 1,0,Room_Type 1,41,Online,0,108.45,0,0.0,4
31718,3,0,Meal Plan 1,0,Room_Type 1,93,Offline,0,92.65,0,0.0,2
31719,2,1,Meal Plan 1,0,Room_Type 1,132,Online,0,114.75,1,0.0,6
31720,2,0,Not Selected,0,Room_Type 1,9,Online,0,137.0,0,0.0,2
31721,2,1,Meal Plan 1,0,Room_Type 6,88,Online,0,156.6,1,0.0,1
31722,2,0,Meal Plan 1,0,Room_Type 1,111,Online,0,129.65,0,0.0,4
31723,2,0,Meal Plan 1,0,Room_Type 1,143,Offline,0,100.0,0,0.0,3
31724,2,0,Meal Plan 1,0,Room_Type 2,35,Online,0,69.53,0,0.0,2
31725,2,0,Meal Plan 1,0,Room_Type 1,212,Online,0,84.31,1,0.0,4
31726,1,0,Meal Plan 1,0,Room_Type 1,1,Offline,0,60.0,1,0.0,3
31727,1,0,Meal Plan 1,0,Room_Type 1,2,Offline,0,55.0,0,0.0,1
31728,2,0,Meal Plan 1,0,Room_Type 4,37,Online,0,108.11,0,0.0,1
31729,2,0,Meal Plan 1,0,Room_Type 1,64,Online,0,98.1,0,0.0,7
31730,2,0,Meal Plan 2,0,Room_Type 1,191,Online,0,131.75,1,0.0,4
31731,2,0,Meal Plan 1,0,Room_Type 1,20,Online,0,104.0,0,0.0,3
31732,1,0,Meal Plan 1,0,Room_Type 1,22,Corporate,0,62.0,0,0.0,1
31733,2,0,Meal Plan 1,0,Room_Type 1,258,Offline,0,110.0,1,0.0,1
31734,2,0,Meal Plan 1,0,Room_Type 1,301,Offline,0,52.0,1,0.0,2
31735,2,0,Meal Plan 1,0,Room_Type 1,137,Online,0,90.0,1,0.0,2
31736,1,0,Meal Plan 1,0,Room_Type 1,0,Corporate,1,65.0,0,0.0,1
31737,2,0,Not Selected,0,Room_Type 1,260,Online,0,113.4,1,0.0,3
31738,2,0,Not Selected,0,Room_Type 1,21,Online,0,99.33,0,0.0,3
31739,2,0,Meal Plan 1,0,Room_Type 4,3,Online,0,146.0,1,0.0,2
31740,2,0,Meal Plan 2,0,Room_Type 4,80,Offline,0,136.0,0,0.0,2
31741,2,0,Not Selected,0,Room_Type 1,76,Online,0,51.09,0,0.0,4
31742,2,0,Not Selected,0,Room_Type 1,34,Online,0,82.23,0,0.0,3
31743,2,0,Meal Plan 2,0,Room_Type 1,273,Offline,0,109.0,1,0.0,2
31744,1,0,Meal Plan 1,0,Room_Type 1,10,Online,0,80.0,0,0.0,3
31745,2,0,Meal Plan 1,0,Room_Type 1,89,Online,0,76.5,1,0.0,3
31746,2,0,Meal Plan 1,0,Room_Type 4,0,Online,0,133.0,0,0.0,1
31747,1,0,Not Selected,0,Room_Type 1,1,Online,0,89.0,0,0.0,1
31748,2,0,Not Selected,0,Room_Type 1,100,Online,0,79.2,0,0.0,1
31749,2,0,Not Selected,0,Room_Type 1,103,Online,0,76.5,1,0.0,1
31750,2,0,Meal Plan 1,0,Room_Type 4,157,Online,0,127.0,1,0.0,3
31751,2,0,Meal Plan 1,0,Room_Type 4,121,Online,0,125.55,0,0.0,4
31752,1,0,Meal Plan 1,0,Room_Type 1,37,Offline,0,95.0,0,0.0,3
31753,2,0,Meal Plan 1,0,Room_Type 1,57,Online,0,85.85,0,0.0,4
31754,1,0,Meal Plan 1,0,Room_Type 4,0,Online,0,89.0,0,0.0,2
31755,2,0,Meal Plan 1,0,Room_Type 1,73,Offline,0,38.67,0,0.0,3
31756,1,0,Meal Plan 1,0,Room_Type 1,181,Offline,0,120.0,1,0.0,2
31757,1,0,Meal Plan 1,0,Room_Type 1,92,Online,0,81.9,1,0.0,2
31758,2,0,Meal Plan 1,0,Room_Type 1,23,Online,0,91.0,0,0.0,1
31759,2,0,Meal Plan 1,0,Room_Type 1,1,Online,0,105.0,0,0.0,4
31760,2,0,Meal Plan 1,0,Room_Type 1,159,Online,0,114.3,1,0.0,3
31761,2,0,Meal Plan 1,0,Room_Type 1,1,Online,0,120.0,0,0.0,3
31762,2,0,Meal Plan 2,0,Room_Type 1,102,Offline,0,101.5,1,0.0,2
31763,2,0,Meal Plan 1,0,Room_Type 1,19,Online,0,139.13,0,0.0,2
31764,2,0,Meal Plan 2,0,Room_Type 1,100,Offline,0,108.0,1,0.0,1
31765,2,0,Meal Plan 1,0,Room_Type 1,0,Online,0,75.0,0,0.0,1
31766,2,0,Not Selected,0,Room_Type 1,0,Online,0,113.0,0,0.0,2
31767,2,0,Meal Plan 1,0,Room_Type 1,25,Offline,0,70.0,0,0.0,1
31768,2,0,Meal Plan 1,0,Room_Type 1,249,Online,0,96.3,1,0.0,3
31769,1,0,Meal Plan 1,0,Room_Type 1,192,Offline,0,95.0,0,0.0,2
31770,2,0,Meal Plan 1,0,Room_Type 4,232,Online,0,104.13,1,0.0,14
31771,1,0,Meal Plan 1,0,Room_Type 4,33,Online,0,149.4,1,0.0,1
31772,2,0,Meal Plan 1,0,Room_Type 1,3,Corporate,1,75.0,0,0.09375,1
31773,1,0,Meal Plan 1,0,Room_Type 1,10,Corporate,0,137.7,0,0.0,2
31774,2,0,Meal Plan 1,0,Room_Type 1,92,Offline,0,90.0,0,0.0,1
31775,1,0,Meal Plan 1,1,Room_Type 1,1,Online,0,90.0,0,0.0,1
31776,2,0,Meal Plan 1,0,Room_Type 1,85,Offline,0,85.0,0,0.0,4
31777,2,0,Meal Plan 1,0,Room_Type 1,115,Online,0,88.4,0,0.0,4
31778,2,0,Meal Plan 1,0,Room_Type 1,20,Online,0,80.85,0,0.0,4
31779,2,0,Meal Plan 2,0,Room_Type 1,138,Offline,0,94.5,0,0.0,3
31780,2,1,Meal Plan 1,0,Room_Type 6,98,Online,0,167.45,1,0.0,6
31781,2,0,Meal Plan 1,0,Room_Type 1,60,Offline,0,65.0,0,0.0,2
31782,2,0,Meal Plan 1,0,Room_Type 1,194,Online,0,102.85,1,0.0,4
31783,1,0,Meal Plan 1,0,Room_Type 1,10,Online,0,134.0,1,0.0,1
31784,2,0,Not Selected,0,Room_Type 1,4,Online,0,87.01,0,0.0,2
31785,2,0,Meal Plan 1,0,Room_Type 1,19,Online,0,108.67,0,0.0,3
31786,1,0,Meal Plan 1,0,Room_Type 1,112,Offline,0,90.0,0,0.0,1
31787,2,0,Meal Plan 1,0,Room_Type 1,4,Corporate,0,75.0,0,0.0,2
31788,2,0,Meal Plan 1,0,Room_Type 1,213,Offline,0,130.0,1,0.0,3
31789,2,0,Meal Plan 1,0,Room_Type 4,36,Online,0,139.14,1,0.0,5
31790,2,0,Meal Plan 1,0,Room_Type 1,271,Offline,0,101.33,1,0.0,3
31791,2,0,Not Selected,0,Room_Type 1,7,Online,0,119.0,0,0.0,2
31792,2,0,Not Selected,0,Room_Type 1,1,Online,0,149.0,0,0.0,1
31793,1,0,Meal Plan 1,0,Room_Type 1,1,Corporate,0,85.0,0,0.0,2
31794,1,0,Meal Plan 1,0,Room_Type 1,115,Offline,0,61.0,1,0.0,4
31795,2,0,Meal Plan 2,0,Room_Type 1,275,Offline,0,110.0,1,0.0,2
31796,2,0,Meal Plan 2,0,Room_Type 1,96,Offline,0,94.5,1,0.0,3
31797,2,0,Meal Plan 1,0,Room_Type 1,25,Online,0,123.0,1,0.0,3
31798,2,0,Meal Plan 1,0,Room_Type 4,81,Online,0,123.0,1,0.0,6
31799,1,0,Meal Plan 1,0,Room_Type 1,14,Offline,0,100.0,0,0.0,1
31800,2,1,Meal Plan 1,0,Room_Type 6,146,Online,0,186.3,0,0.0,2
31801,2,0,Meal Plan 2,0,Room_Type 1,96,Offline,0,94.5,1,0.0,3
31802,2,1,Meal Plan 1,0,Room_Type 2,41,Online,0,139.5,0,0.0,5
31803,2,1,Meal Plan 1,0,Room_Type 6,133,Online,0,186.3,0,0.0,2
31804,2,0,Meal Plan 1,0,Room_Type 1,263,Offline,0,110.0,1,0.0,2
31805,2,0,Meal Plan 2,0,Room_Type 1,275,Offline,0,110.0,1,0.0,2
31806,2,0,Meal Plan 1,0,Room_Type 1,19,Online,0,69.0,0,0.0,3
31807,2,1,Meal Plan 1,0,Room_Type 1,156,Online,0,121.5,1,0.0,3
31808,2,0,Not Selected,0,Room_Type 1,53,Online,0,116.1,1,0.0,2
31809,2,0,Not Selected,0,Room_Type 1,39,Online,0,74.8,0,0.0,1
31810,2,0,Meal Plan 1,0,Room_Type 1,17,Corporate,0,80.0,0,0.0,2
31811,1,0,Meal Plan 1,0,Room_Type 1,82,Offline,0,80.0,0,0.0,2
31812,1,0,Meal Plan 1,0,Room_Type 4,47,Offline,0,120.0,0,0.0,3
31813,2,0,Meal Plan 1,0,Room_Type 5,83,Offline,0,101.15,0,0.0,1
31814,0,1,Meal Plan 1,0,Room_Type 2,85,Online,0,106.54,0,0.0,3
31815,2,0,Meal Plan 1,0,Room_Type 1,4,Online,0,101.0,0,0.0,2
31816,2,0,Meal Plan 1,0,Room_Type 4,0,Online,0,180.0,0,0.0,1
31817,1,0,Meal Plan 1,0,Room_Type 1,12,Offline,0,71.0,0,0.0,2
31818,3,1,Meal Plan 1,0,Room_Type 6,2,Online,0,198.28,0,0.0,3
31819,2,0,Meal Plan 1,0,Room_Type 4,0,Online,0,136.0,0,0.0,2
31820,2,0,Meal Plan 1,0,Room_Type 4,55,Offline,0,60.0,0,0.0,3
31821,2,0,Meal Plan 2,0,Room_Type 1,138,Offline,0,94.5,1,0.0,3
31822,1,0,Meal Plan 1,0,Room_Type 1,116,Offline,0,76.0,0,0.0,3
31823,2,0,Meal Plan 1,0,Room_Type 1,179,Online,0,90.95,0,0.0,4
31824,2,0,Meal Plan 2,0,Room_Type 1,292,Offline,0,115.0,1,0.0,2
31825,2,0,Meal Plan 1,0,Room_Type 1,41,Online,0,93.93,0,0.0,4
31826,1,0,Meal Plan 1,0,Room_Type 1,10,Online,0,120.0,1,0.0,1
